id,code,name,code_old,name_old
activity_930903,9609.0,Otras actividades de servicios  personales n.c.p,930903,OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.
activity_930904,9609.0,Otras actividades de servicios  personales n.c.p,930904,CENTRO O SALA DE BRONCEADO
activity_930905,9609.0,Otras actividades de servicios  personales n.c.p,930905,PELUQUERíA Y SALA DE ESTÉTICA PARA ANIMALES
activity_930906,9609.0,Otras actividades de servicios  personales n.c.p,930906,SERVICIO DE TATUAJE Y PIERCING
activity_930907,9329.0,Otras actividades de esparcimiento y recreativas  n.c.p,930907,SERVICIO DE DISCO MOVIL
activity_930908,0162.9,Otras actividades de apoyo a la ganadería,930908,SERVICIO DE HERRADURA
activity_930915,9609.0,Otras actividades de servicios  personales n.c.p,930915,ALBERGUE Y CUIDO DE ANIMALES A DOMICILIO
activity_950001,9700.0,Actividades de los hogares como empleadores de personal doméstico,950001,HOGARES PRIVADOS CON SERVICIO DOMÉSTICO
activity_960104,960104,IMPUESTO A LAS PERSONAS JURIDICAS,960104,IMPUESTO A LAS PERSONAS JURIDICAS
activity_960105,0000.1,Preoperativa,960105,ACTIVIDADES PREOPERATIVAS O DE ORGANIZACION
activity_960106,960106,EXPORTADORES DE MERCANCIAS EXENTAS DEL IMPUESTO DE VENTAS,960106,EXPORTADORES DE MERCANCIAS EXENTAS DEL IMPUESTO DE VENTAS
activity_960107,960107,PRODUCTORES DE MERCANCIAS EXENTAS DEL IMPUESTO DE VENTAS,960107,PRODUCTORES DE MERCANCIAS EXENTAS DEL IMPUESTO DE VENTAS
activity_960108,960108,COMERCIALIZADORES DE MERCANCIAS EXENTAS DEL IMPUESTO DE VENTAS,960108,COMERCIALIZADORES DE MERCANCIAS EXENTAS DEL IMPUESTO DE VENTAS
activity_960109,960109,DISTRIBUIDORES DE MERCANCIAS EXENTAS DEL IMPUESTO DE VENTAS,960109,DISTRIBUIDORES DE MERCANCIAS EXENTAS DEL IMPUESTO DE VENTAS
activity_990001,9900.0,Actividades de organizaciones y órganos extraterritoriales,990001,"ACTVIDADES DE ORGANIZACIONES Y ORGANOS EXTRATERRITORIALES, INCLUYE LAS EMBAJADAS"
